Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
Chrysler Pacifica Limited,Chrysler,Pacifica,2021,2C4RC1S76MR513862,,Certified,29888,38612.0,https://images.autotrader.com/hn/c/ee3cfcb26f1f4af7b60762b3b0ec3d54.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 32 EV Mile Range]
Transmission = [Transmission: Continuously Variable Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Hybrid gas/electric]
Engine = [Engine: Hybrid]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Evrange = [EV RANGE: 32 EV Mile Range]
Mileage = [Miles: 28,381]","28,381",PACIFICA|Limited,Velvet Red Pearlcoat,VANS,Hybrid Gas/Electric,Hybrid,2 wheel drive - front,,,,Ray Laethem Motor Village,Grosse Pointe,MI,48224,4.6,3133295868,https://www.autotrader.com/cars-for-sale/vehicle/704373376,Great,2024-04-19 123946
Mitsubishi Outlander SE,Mitsubishi,Outlander,2024,JA4J3VA88RZ007505,,Used,33065,,https://images.autotrader.com/hn/c/e63a68c1363e48eea5567f3c9ba459ff.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: Continuously Variable Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 24 City / 31 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 1,926]","1,926",OUTLANDER|SE,Black Diamond,SUV,Gasoline,4-Cylinder,2 wheel drive - front,24,31,,Fountain Auto Mall,Orlando,FL,32809,4.2,4076984449,https://www.autotrader.com/cars-for-sale/vehicle/704204326,,2024-04-19 123946
Mitsubishi Outlander ES,Mitsubishi,Outlander,2022,JA4J3TA82NZ039672,,Used,22900,23305.0,,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: Continuously Variable Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 24 City / 31 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 30,195]","30,195",OUTLANDER|ES,Red,SUV,Gasoline,4-Cylinder,2 wheel drive - front,24,31,,Mainer Auto Sales,Bristow,OK,74010,5.0,9187714167,https://www.autotrader.com/cars-for-sale/vehicle/708303352,Great,2024-04-19 123946
Dodge Charger SRT Hellcat,Dodge,Charger,2021,2C3CDXL98MH649507,,Used,78881,84271.0,https://images.autotrader.com/hn/c/c06ec14100e1483bb63376cc2748e9da.jpg,"Interiorcolor = [Interior Color: Red]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 12 City / 21 Highway]
Engine = [Engine: 8-Cylinder Supercharged]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 12,079]","12,079",DODCHAR|SRT Hellcat,Pitch Black Clearcoat,SEDAN,Gasoline,8-Cylinder Supercharged,2 wheel drive - rear,12,21,,Coon Rapids Chrysler Dodge Jeep Ram,Coon Rapids,MN,55433,4.6,9522130796,https://www.autotrader.com/cars-for-sale/vehicle/698307324,Great,2024-04-19 123946
Dodge Challenger SRT Hellcat Redeye,Dodge,Challenger,2022,2C3CDZL90NH136927,,Used,70564,,https://images.autotrader.com/hn/c/57eac51c119947f5af519050ad3ee80f.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 13 City / 21 Highway]
Engine = [Engine: 8-Cylinder Supercharged]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 14,909]","14,909",CHALLENGER|SRT Hellcat Redeye,Smoke Show,COUPE,Gasoline,8-Cylinder Supercharged,2 wheel drive - rear,13,21,,Bob Howard Chrysler Jeep Dodge,Oklahoma City,OK,73114,4.4,4053004137,https://www.autotrader.com/cars-for-sale/vehicle/693891188,,2024-04-19 123946
Dodge Challenger SRT Hellcat,Dodge,Challenger,2023,2C3CDZC92PH562217,,Used,69997,,https://images.autotrader.com/hn/c/5b1013d875184be09597a08a372fa222.jpg,"Interiorcolor = [Interior Color: Red]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Engine = [Engine: 8-Cylinder Supercharged]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 1,406]","1,406",CHALLENGER|SRT Hellcat,Destroyer Gray Clearcoat,COUPE,Gasoline,8-Cylinder Supercharged,2 wheel drive - rear,,,,Platinum Chrysler Dodge RAM Jeep,Terrell,TX,75160,4.6,9727503129,https://www.autotrader.com/cars-for-sale/vehicle/711817361,,2024-04-19 123946
Dodge Charger Scat Pack,Dodge,Charger,2023,2C3CDXGJ3PH597776,,Used,60986,51424.0,https://images.autotrader.com/hn/c/5b75c031648344a99e7e54d40a6e9165.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 24 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 2,292]","2,292",DODCHAR|Scat Pack,F8 Green,SEDAN,Gasoline,8-Cylinder,2 wheel drive - rear,15,24,,Envision Chrysler Dodge Jeep Ram,West Covina,CA,91791,4.3,6267723006,https://www.autotrader.com/cars-for-sale/vehicle/712131660,,2024-04-19 123946
Nissan Titan SV w/ SV Convenience Package,Nissan,Titan,2024,1N6AA1ED1RN105713,,Used,52000,,https://images.autotrader.com/hn/c/1fa5674e882346eeb1477114074efd82.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 9-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 21 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 5,151]","5,151",TITAN|SV,Gun Metallic,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,15,21,,Don Franklin Chevrolet Buick GMC,Somerset,KY,42501,4.7,6064853043,https://www.autotrader.com/cars-for-sale/vehicle/710783693,,2024-04-19 123946
Nissan Titan PRO-4X w/ Pro-4x Convenience Package,Nissan,Titan,2023,1N6AA1ED2PN109525,,Used,48980,50392.0,https://images.autotrader.com/hn/c/6c6cc1c6eb514933acc6e276c9dee313.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 9-Speed Automatic]
Color = [Exterior Color: Beige]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 20 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 6,569]","6,569",TITAN|PRO-4X,Baja Storm,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,15,20,,Harper Maserati,Knoxville,TN,37922,5.0,8658954391,https://www.autotrader.com/cars-for-sale/vehicle/711868915,Great,2024-04-19 123946
Nissan Titan Platinum Reserve w/ Moonroof Package,Nissan,Titan,2023,1N6AA1ED9PN105696,,Used,44999,46719.0,https://images.autotrader.com/hn/c/29e486e568f945428a605924af426d8f.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 9-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 21 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 15,130]","15,130",TITAN|Platinum Reserve,Deep Blue Pearl,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,15,21,,Tim Short CDJR of Maysville,Maysville,KY,41056,,6069343083,https://www.autotrader.com/cars-for-sale/vehicle/707192458,Great,2024-04-19 123946
Nissan Titan Platinum Reserve w/ Moonroof Package,Nissan,Titan,2023,1N6AA1ED8PN104717,,Used,42999,46686.0,https://images.autotrader.com/hn/c/fab7a5e9dde6440fb59ca2c3e28b5d09.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 9-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 21 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 20,400]","20,400",TITAN|Platinum Reserve,Gun Metallic,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,15,21,,Tim Short CDJR of Maysville,Maysville,KY,41056,,6069343083,https://www.autotrader.com/cars-for-sale/vehicle/711632008,Great,2024-04-19 123946
Polestar Polestar 2,Polestar,2,2023,YSMED3KA9PL114979,,Used,40581,,https://images.autotrader.com/hn/c/38d8bb1d1c0443a1be8ce66c740a9b2f.jpg,"Interiorcolor = [Interior Color: Unavail]
Milerange = [Mile Range: 260 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Unknown]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 260 EV Mile Range]
Mileage = [Miles: 11,203]","11,203",,Midnight Metallic,HATCH,Electric,Electric,All wheel drive,,,,Findlay Cadillac,Henderson,NV,89014,4.6,7026231875,https://www.autotrader.com/cars-for-sale/vehicle/707786812,,2024-04-19 123946
Ferrari SF90 Stradale,Ferrari,SF90 Stradale,2021,ZFF95NLA9M0261161,,Used,509900,,https://images.autotrader.com/hn/c/cf4c98a8f7764f95b43f343049c2a310.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 9 EV Mile Range]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Hybrid gas/electric]
Engine = [Engine: Hybrid]
Drivetype = [Drive Type: All Wheel Drive]
Evrange = [EV RANGE: 9 EV Mile Range]
Mileage = [Miles: 1,300]","1,300",,Rossa Corsa,COUPE,Hybrid Gas/Electric,Hybrid,All wheel drive,,,,HBI Auto,Mocksville,NC,27028,5.0,3364772321,https://www.autotrader.com/cars-for-sale/vehicle/695723092,,2024-04-19 123946
Ferrari 599 GTO,Ferrari,599 GTO,2011,ZFF70RCA2B0181839,,Used,,,https://images.autotrader.com/hn/c/d961533a24b44c3cb5c69c626489bda7.jpg,"Interiorcolor = [Interior Color: Beige]
Transmission = [Transmission: 6-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 11 City / 15 Highway]
Engine = [Engine: 12-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 3,187]","3,187",,Rosso Corsa,COUPE,Gasoline,12-Cylinder,2 wheel drive - rear,11,15,,WIDE WORLD FERRARI,Spring Valley,NY,10977,4.9,8456820129,https://www.autotrader.com/cars-for-sale/vehicle/711488445,,2024-04-19 123946
Pontiac G6 Value Leader,Pontiac,G6,2007,1G2ZF58B674220520,,Used,3507,3317.0,,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 4-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 23 City / 33 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 144,409]","144,409",G6|Value Leader,Crimson Red,SEDAN,Gasoline,4-Cylinder,2 wheel drive - front,23,33,,Chuck Spaeth Ford,New Ulm,MN,56073,4.9,5075434064,https://www.autotrader.com/cars-for-sale/vehicle/712242133,Good,2024-04-19 123946
Pontiac G6 Sedan,Pontiac,G6,2006,1G2ZF55B264288980,,Used,,2689.0,,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 4-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 21 City / 31 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 210,505]","210,505",G6|UNAVAIL,Granite Metallic,SEDAN,Gasoline,4-Cylinder,2 wheel drive - front,21,31,,Suburban Chrysler Dodge Jeep Ram of Troy,Troy,MI,48084,4.6,2486880114,https://www.autotrader.com/cars-for-sale/vehicle/712344299,,2024-04-19 123946
Ford F350 King Ranch w/ Chrome Package,Ford,F350,2024,1FT8W3BM1REC34876,,Certified,98997,,https://images.autotrader.com/hn/c/5327dd1942c440d2aa28a4dc3107636b.jpg,"Interiorcolor = [Interior Color: Beige]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 1,100]","1,100",F350|King Ranch,Black Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,John Megel Ford,Cleveland,GA,30528,5.0,7067258552,https://www.autotrader.com/cars-for-sale/vehicle/711914979,,2024-04-19 123946
Porsche 911 Carrera,Porsche,911,2022,WP0AA2A95NS205660,,Certified,133700,123372.0,https://images.autotrader.com/hn/c/128cef5ef346457c9ac222d396291085.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 24 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 14,827]","14,827",911|Carrera,Night Blue Metallic,COUPE,Gasoline,6-Cylinder Turbo,2 wheel drive - rear,18,24,,THE COLLECTION PRE-OWNED,Coral Gables,FL,33146,4.9,7864712940,https://www.autotrader.com/cars-for-sale/vehicle/703873238,,2024-04-19 123946
Porsche 911 50th Anniversary Edition,Porsche,911,2014,WP0AB2A90ES123168,,Certified,133601,84451.0,https://images.autotrader.com/hn/c/1f567db15c444e7da3d514ecc43bf297.jpg,"Interiorcolor = [Interior Color: Black]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 42,300]","42,300",911|50th Anniversary Edition,Graphite Grey,COUPE,Gasoline,6-Cylinder,2 wheel drive - rear,,,,Porsche Atlanta Perimeter,Atlanta,GA,30360,4.7,6783811170,https://www.autotrader.com/cars-for-sale/vehicle/710638419,,2024-04-19 123946
Porsche 718 Cayman GT4,Porsche,718 Cayman,2021,WP0AC2A85MK289317,,Used,133600,,https://assets.cai-media-management.com/dealership/66bbe7e7-fc68-4ab1-bf07-56b88381f1ce.jpg,"Transmission = [Transmission: Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 24 Highway]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 10,255]","10,255",POR718CAY|GT4,White,COUPE,Gasoline,6-Cylinder,2 wheel drive - rear,18,24,,"Car Connection, Inc.",Tucker,GA,30084,4.5,6783210427,https://www.autotrader.com/cars-for-sale/vehicle/707685344,,2024-04-19 123946
RAM 2500 Laramie,RAM,2500,2023,3C6UR5FL3PG646555,,Used,82207,63842.0,https://images.autotrader.com/hn/c/7c03e2ab9d594fdc86d71bccea1b7327.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 6-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 15]",15,RM2500|Laramie,Granite Crystal Metallic Clearcoat,TRUCKS,Diesel,6-Cylinder Turbo,4 wheel drive,,,,Smith Ford Chrysler Dodge Jeep Ram of Weiser,Weiser,ID,83672,,2088121051,https://www.autotrader.com/cars-for-sale/vehicle/687677903,,2024-04-19 123946
RAM 2500 Limited w/ Night Edition,RAM,2500,2022,3C6UR5SL8NG411796,,Used,73995,71445.0,https://images.autotrader.com/hn/c/50e52f751cc84df5837cc376d213d2d3.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 6-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 7,552]","7,552",RM2500|Limited,Diamond Black Crystal Pearlcoat,TRUCKS,Diesel,6-Cylinder Turbo,4 wheel drive,,,,John Vance Autogroup,Guthrie,OK,73044,4.6,4058352100,https://www.autotrader.com/cars-for-sale/vehicle/709829018,Good,2024-04-19 123946
GMC Yukon Denali Ultimate,GMC,Yukon,2023,1GKS2EKL6PR105448,,Used,89685,87091.0,https://images.autotrader.com/hn/c/43e615028adc4b7b9f1495afa888a0f6.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 23,375]","23,375",YUKON|Denali Ultimate,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Premier Chevrolet GMC of Littlefield,Littlefield,TX,79339,,8065512072,https://www.autotrader.com/cars-for-sale/vehicle/711035849,Good,2024-04-19 123946
GMC Yukon XL Denali w/ Denali Reserve Package,GMC,Yukon XL,2023,1GKS2JKL4PR485608,,Used,81000,79262.0,https://images.autotrader.com/hn/c/cb6cba92c4344d4facac99541811675f.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 10,111]","10,111",YUKONXL|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Lafayette GMC Cadillac,Lafayette,IN,47904,4.8,7654760317,https://www.autotrader.com/cars-for-sale/vehicle/711711806,Good,2024-04-19 123946
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEY6RF136304,,Used,78997,,https://images.autotrader.com/hn/c/52cd4c5015a34837a27ecf05cfc6191a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 8,786]","8,786",GMCC25PU|AT4,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,"Lenz Truck - Minocqua, WI",Minocqua,WI,54548,4.9,18442432975,https://www.autotrader.com/cars-for-sale/vehicle/711434867,,2024-04-19 123946
GMC Sierra 3500 AT4 w/ Technology Package,GMC,Sierra 3500,2024,1GT49VEY2RF111906,,Used,78827,,https://images.autotrader.com/hn/c/18620842bc154e4486fa787c02582199.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 8,410]","8,410",GMC3500PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Kunes Country Buick GMC of Stoughton,Stoughton,WI,53589,,6087194606,https://www.autotrader.com/cars-for-sale/vehicle/708737510,,2024-04-19 123946
Rolls-Royce Ghost,Rolls-Royce,Ghost,2013,SCA664S58DUX52043,,Used,109000,,https://images.autotrader.com/hn/c/b5c073e1785a455592332abdd9a0751f.jpg,"Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 13 City / 20 Highway]
Engine = [Engine: 12-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 42,032]","42,032",,Diamond Black,SEDAN,Gasoline,12-Cylinder Turbo,2 wheel drive - rear,13,20,,SARCHIONE AUTO GALLERY,,,,,7862061947,https://www.autotrader.com/cars-for-sale/vehicle/707734276,,2024-04-19 123946
Genesis GV80 2.5T w/ Advanced Package 02,Genesis,GV80,2021,KMUHBDSB1MU067561,,Used,41349,42990.0,https://images.autotrader.com/hn/c/4ea32c9ddce24a42969c15d3280a566b.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 18 City / 23 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 31,342]","31,342",GENGV80|2.5T,Cardiff Green,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,18,23,,Sam Boswell Buick GMC Mount Dora,Mt Dora,FL,32757,5.0,3527209879,https://www.autotrader.com/cars-for-sale/vehicle/706486536,Great,2024-04-19 123946
Saturn Aura XE,Saturn,Aura,2008,1G8ZS57B28F226212,,Used,2495,3795.0,https://images.autotrader.com/hn/c/94ce210a83f64466a8221512c679ec86.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 4-Speed Automatic]
Color = [Exterior Color: Charcoal]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 30 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 186,417]","186,417",AURA|XE,Carbon Flash,SEDAN,Gasoline,4-Cylinder,2 wheel drive - front,22,30,,LaLonde Chrysler Dodge Jeep Ram,Imlay City,MI,48444,4.2,8106277742,https://www.autotrader.com/cars-for-sale/vehicle/702898617,Great,2024-04-19 123946
Saturn Vue AWD V6,Saturn,Vue,2004,5GZCZ63454S861719,,Used,,3709.0,,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 5-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 23 Highway]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 128,666]","128,666",VUE|UNAVAIL,Electric Blue,SUV,Gasoline,6-Cylinder,All wheel drive,17,23,,Vande Hey Brantmeier Automotive Inc.,Chilton,WI,53014,5.0,9205224172,https://www.autotrader.com/cars-for-sale/vehicle/712612581,,2024-04-19 123946
Saturn ION Level 1,Saturn,ION,2004,1G8AG52F94Z121250,,Used,,,,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 5-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 23 City / 32 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 106,743]","106,743",ION|Level 1,Berry Red,SEDAN,Gasoline,4-Cylinder,2 wheel drive - front,23,32,,Centennial Hyundai,Las Vegas,NV,89149,4.6,7029703214,https://www.autotrader.com/cars-for-sale/vehicle/712706481,,2024-04-19 123946
Scion xB,Scion,xB,2008,JTLKE50E881057625,,Used,8999,6896.0,https://images.autotrader.com/hn/c/67d202ba268c43e1b55a5a9a3d53b1a0.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 5-Speed Manual]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 28 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 77,489]","77,489",,Classic Silver Metallic,WAGON,Gasoline,4-Cylinder,2 wheel drive - front,22,28,,Volkswagen of Salem,Salem,OR,97301,4.5,5039670894,https://www.autotrader.com/cars-for-sale/vehicle/712135313,,2024-04-19 123946
Scion xD,Scion,xD,2009,JTKKU10459J047997,,Used,6844,6549.0,https://images.autotrader.com/hn/c/d3a95c966da44103b0c9aa2ff34993e2.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 5-Speed Manual]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 27 City / 33 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 81,117]","81,117",,Silver Streak Mica,HATCH,Gasoline,4-Cylinder,2 wheel drive - front,27,33,,Subaru of Ann Arbor,Ann Arbor,MI,48103,4.8,7342515012,https://www.autotrader.com/cars-for-sale/vehicle/710833435,Good,2024-04-19 123946
Subaru Forester Limited,Subaru,Forester,2023,JF2SKAPC4PH488522,,Certified,36575,31836.0,https://images.autotrader.com/pictures/atc_upload/565x421_2022SubaruForester.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: Continuously Variable Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 26 City / 33 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,710]","5,710",FOREST|Limited,Crystal White Pearl,SUV,Gasoline,4-Cylinder,All wheel drive,26,33,,AutoFair Subaru,Haverhill,MA,01832,4.6,,https://www.autotrader.com/cars-for-sale/vehicle/711824419,,2024-04-19 123946
Honda Passport EX-L,Honda,Passport,2024,5FNYF8H5XRB003518,,Used,46659,,https://images.autotrader.com/pictures/model_info/NVD_Fleet_US_EN/All/34708.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 9-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 19 City / 24 Highway]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 156]",156,PASSPO|EX-L,Sonic Gray Pearl,SUV,Gasoline,6-Cylinder,All wheel drive,19,24,,Baierl Honda,Wexford,PA,15090,4.7,8783325747,https://www.autotrader.com/cars-for-sale/vehicle/711448586,,2024-04-19 123946
Tesla Model S Plaid,Tesla,Model S,2023,5YJSA1E68PF511539,,Used,85500,,https://images.autotrader.com/hn/c/c8f324c88b4e4381ae74c0ac4bb4a311.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 396 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: All Wheel Drive]
Range = [RANGE: 396 EV Mile Range]
Mileage = [Miles: 5,881]","5,881",TESMODS|Plaid,Red,HATCH,Electric,Electric,All wheel drive,,,,Chrysler Dodge Jeep RAM FIAT of Morgantown,Morgantown,WV,26508,,3045549033,https://www.autotrader.com/cars-for-sale/vehicle/708426709,,2024-04-19 123946
