Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY8RF147671,,Used,82995,,https://images.autotrader.com/hn/c/3514131a9ee2493b91204d9bea6b42d1.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 29,998]","29,998",GMC3500PU|Denali,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Impex Auto Sales,,,,,3364784849,https://www.autotrader.com/cars-for-sale/vehicle/711884920,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Ultimate Package,GMC,Sierra 3500,2022,1GT49WE73NF330929,,Used,82995,53183.0,https://images.autotrader.com/hn/c/7efb69abe4f241c8a7e907fa5333b0ed.jpg,"Interiorcolor = [Interior Color: Tan]
Transmission = [Transmission: 6-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 68,500]","68,500",GMC3500PU|Denali,Ebony Twilight Metallic,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,,,,Quality Dealerships - GMC Buick,Albuquerque,NM,87110,4.4,18557332818,https://www.autotrader.com/cars-for-sale/vehicle/712474139,,2024-04-19 122958
GMC Yukon XL Denali w/ Denali Reserve Package,GMC,Yukon XL,2023,1GKS2JKL4PR267717,,Used,82995,80830.0,https://images.autotrader.com/hn/c/25f548cc5d9f4258823f583da4048a2f.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 1,535]","1,535",YUKONXL|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Marquardt of Barrington Buick GMC,Barrington,IL,60010,4.9,3312733898,https://www.autotrader.com/cars-for-sale/vehicle/712388454,Good,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEYXRF147807,,Used,82995,,https://images.autotrader.com/hn/c/48ebd99787be42b3a95325a3fb8a05a1.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 25,000]","25,000",GMCC25PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Lynch Chevrolet of Mukwonago,Mukwonago,WI,53149,4.8,2623681020,https://www.autotrader.com/cars-for-sale/vehicle/711644361,,2024-04-19 122958
GMC Sierra 2500 Denali Ultimate,GMC,Sierra 2500,2024,1GT49XEYXRF107095,,Used,82995,,https://images.autotrader.com/hn/c/3e9ba263327542fe9500cb58684f25a8.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 20,000]","20,000",GMCC25PU|Denali Ultimate,[G1w] White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,A Better Way Wholesale Auto,Naugatuck,CT,06770,4.2,2034904038,https://www.autotrader.com/cars-for-sale/vehicle/695618419,,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEY6RF110592,,Used,82995,,https://images.autotrader.com/hn/c/57dbd3a90aa644ad9cd33815d946b4ff.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 3,641]","3,641",GMCC25PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Griffin Buick GMC,Monroe,NC,28110,4.8,9802397330,https://www.autotrader.com/cars-for-sale/vehicle/712273908,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY3RF239349,,Used,82995,,https://images.autotrader.com/hn/c/f7ae57fafff94149ac3ccc827aeee767.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 4,221]","4,221",GMC3500PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Hennessy of Southlake,Morrow,GA,30260,4.4,4707477393,https://www.autotrader.com/cars-for-sale/vehicle/705532703,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY4RF155217,,Used,82994,,https://images.autotrader.com/hn/c/9d25358b30454d1380593c1612c01d56.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 11,818]","11,818",GMC3500PU|Denali,White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Chillicothe Truck,Chillicothe,OH,45601,4.6,7406722360,https://www.autotrader.com/cars-for-sale/vehicle/712131278,,2024-04-19 122958
GMC Yukon XL Denali Ultimate,GMC,Yukon XL,2023,1GKS2KKL6PR183825,,Used,82992,79125.0,https://images.autotrader.com/hn/c/260829a1e9dd4e6cb897c605a156bc9b.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 48,644]","48,644",YUKONXL|Denali Ultimate,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Lakeside Chevrolet,Warsaw,IN,46582,,5743853210,https://www.autotrader.com/cars-for-sale/vehicle/707173808,Good,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY1RF175555,,Used,82992,,https://images.autotrader.com/hn/c/cc78286004114e298b74063d608268a3.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 13,821]","13,821",GMCC25PU|Denali,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Brown and Wood Buick Cadillac GMC,Greenville,NC,27834,4.3,2524086603,https://www.autotrader.com/cars-for-sale/vehicle/711526387,,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL3PR488242,,Used,82991,80814.0,https://images.autotrader.com/hn/c/9f8f4b1ab2754d93b87129047e724f62.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 4,422]","4,422",YUKONXL|Denali,White,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,ClearShift,Highlands Ranch,CO,80126,5.0,7206475958,https://www.autotrader.com/cars-for-sale/vehicle/709997167,Good,2024-04-19 122958
GMC Yukon XL AT4,GMC,Yukon XL,2024,1GKS2HKD9RR153796,,Used,82991,,https://images.autotrader.com/hn/c/121fac751ef946e9aaf1f45711301f97.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 301]",301,YUKONXL|AT4,Black,SUV,Gasoline,8-Cylinder,4 wheel drive,15,18,,ClearShift,Highlands Ranch,CO,80126,5.0,7206475958,https://www.autotrader.com/cars-for-sale/vehicle/711483148,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY2RF150227,,Used,82991,,https://images.autotrader.com/hn/c/57d45b0bc30d46348aa9db6c49ffb6f0.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 27,606]","27,606",GMCC25PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,W-K Chrysler Dodge Jeep Ram of Sedalia,Sedalia,MO,65301,4.7,6603103765,https://www.autotrader.com/cars-for-sale/vehicle/708995188,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY8RF171678,,Certified,82991,,https://images.autotrader.com/hn/c/f0740f6290fb437b9275f7a539c704ec.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 7,438]","7,438",GMCC25PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Gay Buick GMC,Dickinson,TX,77539,4.7,8327690256,https://www.autotrader.com/cars-for-sale/vehicle/712128210,,2024-04-19 122958
GMC Yukon XL Denali w/ Max Trailering Package,GMC,Yukon XL,2023,1GKS2JKLXPR221700,,Used,82990,76207.0,https://images.autotrader.com/hn/c/92ac9fd0e2dd458d8ad3aba353b38d87.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 21,660]","21,660",YUKONXL|Denali,Summit White,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Koehne Chevrolet Buick GMC Inc,Marinette,WI,54143,4.0,7153304149,https://www.autotrader.com/cars-for-sale/vehicle/709961869,,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEY0RF189905,,Used,82990,,https://images.autotrader.com/pictures/atc_upload/565x421_2024GMCSierra2500Dbl.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 996]",996,GMCC25PU|AT4,Titanium Rush Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,O'Meara Ford,Denver,CO,80234,4.5,7207927630,https://www.autotrader.com/cars-for-sale/vehicle/712022761,,2024-04-19 122958
GMC Sierra 1500 AT4X w/ AT4X AEV Edition,GMC,Sierra 1500,2023,3GTUUFEL8PG294149,,Used,82990,70996.0,https://images.autotrader.com/hn/c/81b7a900c808466a959ef5fb5f03186e.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Brown]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 17 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 2,872]","2,872",15SIPU4WD|AT4X,Deep Bronze Metallic,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,14,17,,Lehmer's Concord Buick GMC,Concord,CA,94520,4.4,9252222879,https://www.autotrader.com/cars-for-sale/vehicle/701960122,,2024-04-19 122958
GMC Sierra 1500 AT4X w/ AT4X AEV Edition,GMC,Sierra 1500,2023,3GTUUFEL7PG231009,,Used,82990,71143.0,https://images.autotrader.com/hn/c/71071d261f214285bdf02ef0a2542dd4.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 17 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 4,913]","4,913",15SIPU4WD|AT4X,Volcanic Red Tintcoat,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,14,17,,Lehmer's Concord Buick GMC,Concord,CA,94520,4.4,9252222879,https://www.autotrader.com/cars-for-sale/vehicle/692100132,,2024-04-19 122958
GMC Sierra 2500 Denali Ultimate w/ Snow Plow Prep/Camper Package,GMC,Sierra 2500,2024,1GT49XEY7RF189609,,Used,82990,,https://images.autotrader.com/hn/c/5df12b78193943ab9c0e21fb0aa39dc2.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 10,121]","10,121",GMCC25PU|Denali Ultimate,Titanium Rush Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Spitzer Chevrolet GMC St. Mary's,Saint Marys,PA,15857,,8142459006,https://www.autotrader.com/cars-for-sale/vehicle/701193228,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL5PR376902,,Used,82990,78313.0,https://images.autotrader.com/hn/c/cfd32cbf285a498783b336c626b15d07.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Shiftable Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive - Rear Wheel Default]
Mileage = [Miles: 8,909]","8,909",YUKON|Denali,Titanium Rush Metallic,SUV,Gasoline,8-Cylinder,4 wheel drive - rear wheel default,14,18,,Krietz Auto Sales,Frederick,MD,21701,4.9,2406562818,https://www.autotrader.com/cars-for-sale/vehicle/711612566,,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL1PR275113,,Used,82990,77745.0,https://images.autotrader.com/hn/c/67b3332485614a8dbf5ca0af4cd8996b.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 15,750]","15,750",YUKONXL|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Krietz Auto Sales,Frederick,MD,21701,4.9,2406562818,https://www.autotrader.com/cars-for-sale/vehicle/706566073,,2024-04-19 122958
GMC Sierra 3500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 3500,2024,1GT49VEY7RF132606,,Used,82989,,https://images.autotrader.com/hn/c/0cc595f6d0504840844e117dc7a7032c.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 8,039]","8,039",GMC3500PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Classic Chevrolet,Beaumont,TX,77706,4.2,4092033239,https://www.autotrader.com/cars-for-sale/vehicle/708417063,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY6RF227293,,Used,82988,,https://images.autotrader.com/hn/c/f8f892d7eb8c4564a98546c027f2c0bc.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 9,866]","9,866",GMCC25PU|Denali,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Aggieland Chevrolet,Bryan,TX,77802,4.4,9794313346,https://www.autotrader.com/cars-for-sale/vehicle/711521736,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY5RF267364,,Used,82988,,https://images.autotrader.com/hn/c/037a26c4d128482099e1928b60790d64.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 3,965]","3,965",GMCC25PU|Denali,Volcanic Red Tintcoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Woltz & Wind Ford Inc.,Carnegie,PA,15106,4.5,4129001071,https://www.autotrader.com/cars-for-sale/vehicle/711140206,,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2024,1GKS2JKL5RR101239,,Used,82988,,https://images.autotrader.com/hn/c/d72ba8a8b8fa4238809048b11d201191.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 2,202]","2,202",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,NALLEY GMC,Brunswick,GA,31525,4.4,9122156437,https://www.autotrader.com/cars-for-sale/vehicle/707401812,,2024-04-19 122958
GMC Sierra 1500 Denali Ultimate,GMC,Sierra 1500,2024,1GTUUHEL1RZ150179,,Certified,82988,,https://images.autotrader.com/hn/c/994e630c6b184170b6465c6c26d1ac10.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 19 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 1,399]","1,399",15SIPU4WD|Denali Ultimate,Downpour Metallic,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,15,19,,Miracle Buick GMC Cadillac,Fleetwood,PA,19522,,6108160500,https://www.autotrader.com/cars-for-sale/vehicle/706682141,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY7RF159523,,Used,82987,,https://images.autotrader.com/hn/c/a24ce14c649f47c4a92eea04d624c374.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 3,449]","3,449",GMCC25PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Richard Bazzy's Shults Ford Wheeling,Triadelphia,WV,26059,4.5,6815081136,https://www.autotrader.com/cars-for-sale/vehicle/710583697,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL9PR160583,,Certified,82987,78608.0,https://images.autotrader.com/hn/c/904722f2317f45caa9444586d879d44a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 9,699]","9,699",YUKON|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Banks Chevrolet Cadillac Buick GMC,Concord,NH,03301,4.8,6033694309,https://www.autotrader.com/cars-for-sale/vehicle/711045611,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL0PR346447,,Used,82980,77526.0,https://images.autotrader.com/hn/c/01fe8a40631a4288a9fbb75620bcd5ad.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Shiftable Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive - Rear Wheel Default]
Mileage = [Miles: 12,480]","12,480",YUKON|Denali,Titanium Rush Metallic,SUV,Gasoline,8-Cylinder,4 wheel drive - rear wheel default,14,18,,Krietz Auto Sales,Frederick,MD,21701,4.9,2406562818,https://www.autotrader.com/cars-for-sale/vehicle/712294000,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY5RF184323,,Used,82972,,https://images.autotrader.com/hn/c/9519b7454b364f75bc89ad0bf0ef83a1.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 3,410]","3,410",GMC3500PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Firkins Chrysler Jeep Dodge,Bradenton,FL,34208,5.0,9412166713,https://www.autotrader.com/cars-for-sale/vehicle/709758094,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Ultimate Package,GMC,Sierra 2500,2023,1GT49REY3PF214384,,Used,82969,69629.0,https://images.autotrader.com/hn/c/572c89c2f7a34546b6f8665bff34df02.jpg,"Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 13,462]","13,462",GMCC25PU|Denali,White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Cummins Ford Lincoln,Weatherford,OK,73096,4.3,5804143079,https://www.autotrader.com/cars-for-sale/vehicle/702251659,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY3RF133999,,Used,82953,,https://images.autotrader.com/hn/c/cc2a214a5b264750b792a01b36e9c1ca.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 21,594]","21,594",GMCC25PU|Denali,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Garber Automall,Green Cove Springs,FL,32043,,18665041841,https://www.autotrader.com/cars-for-sale/vehicle/712406463,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY0RF206259,,Used,82952,,https://images.autotrader.com/hn/c/bb92199c59b345348461c9ee9a797382.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 5,471]","5,471",GMCC25PU|Denali,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Jeff Haas Mazda,Houston,TX,77094,4.8,3463201992,https://www.autotrader.com/cars-for-sale/vehicle/712050974,,2024-04-19 122958
GMC Yukon XL Denali w/ Denali Reserve Package,GMC,Yukon XL,2023,1GKS2JKLXPR379504,,Used,82952,79669.0,https://images.autotrader.com/hn/c/352ebe13ae8b44eda66f10be686c8484.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 7,840]","7,840",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Donalson Chevrolet Buick GMC,Silsbee,TX,77656,4.7,4092576972,https://www.autotrader.com/cars-for-sale/vehicle/684356921,Good,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKTXPR250521,,Used,82950,77589.0,https://images.autotrader.com/hn/c/4580f2821aa74f06a36d175d64852a11.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 20 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 10,258]","10,258",YUKON|Denali,Frosted Pine Metallic,SUV,Diesel,6-Cylinder Turbo,4 wheel drive,20,26,,Taylor's Auto Max,Great Falls,MT,59405,5.0,4063157208,https://www.autotrader.com/cars-for-sale/vehicle/710150217,,2024-04-19 122958
