Company Name,Phone No 1,Phone No 2,Phone No 3,Phone No 4,Phone No 5,Address,City,State,Postal Code,URL
Singh Excavating BC Ltd.,(778) 895-0362,,,,,,Surrey,BC,V3W 7K2,https://www.bbb.org/ca/bc/surrey/profile/excavating-contractors/singh-excavating-bc-ltd-0037-1370169
RJ Plumbing & Heating Ltd.,(778) 991-7251,(778) 999-7800,,,,13896 78th Ave. ,Surrey,BC,V3W 5Z7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/rj-plumbing-heating-ltd-0037-1226773
Emaan Excavating Ltd,(778) 859-7501,,,,,-- ,Surrey,BC,V3S 9H1,https://www.bbb.org/ca/bc/surrey/profile/excavating-contractors/emaan-excavating-ltd-0037-1379206
Sunview Homes Ltd,(604) 728-3921,,,,,652 - 7360 137 Street ,Surrey,BC,V3W 1A3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/sunview-homes-ltd-0037-1366161
Baba Homes Ltd.,(604) 807-1313,,,,,Po Box 16514 8776 140 St Bear Creek Postal Outlet,Surrey,BC,V3W 2P5,https://www.bbb.org/ca/bc/surrey/profile/home-builders/baba-homes-ltd-0037-1213427
North Built Construction Ltd,(778) 808-3318,,,,,203 6450 148 St ,Surrey,BC,V3S 7G7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/north-built-construction-ltd-0037-202467
Jas Construction Ltd.,(604) 209-2722,(604) 503-1223,(604) 503-1223,,,202 15300 68 Ave ,Surrey,BC,V3S 2B9,https://www.bbb.org/ca/bc/surrey/profile/home-builders/jas-construction-ltd-0037-1281703
RNZ Construction & Developments Ltd,(604) 306-0411,,,,,-- ,Surrey,BC,V3W 5Y4,https://www.bbb.org/ca/bc/surrey/profile/home-renovation/rnz-construction-developments-ltd-0037-1376629
Gold Seal Homes Ltd.,(604) 760-0720,,,,,324 150 St ,Surrey,BC,V3S 3J7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/gold-seal-homes-ltd-0037-1365697
Lovelle Design Centre,(604) 635-3322,(604) 449-7774,,,,109 13569 76 Ave ,Surrey,BC,V3W 2W3,https://www.bbb.org/ca/bc/surrey/profile/kitchen-cabinets-and-equipment/lovelle-design-centre-0037-1249677
NorthRock Custom Home Builders,(604) 626-7100,,,,,16483 78 Ave ,Surrey,BC,V3S 2H7,https://www.bbb.org/ca/bc/surrey/profile/home-builders/northrock-custom-home-builders-0037-1187918
Sierra Projects,(604) 503-0160,,,,,218 6333 148th St ,Surrey,BC,V3S 3C3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/sierra-projects-0037-1366683
Fab-form Industries Ltd,(604) 596-3278,,,,,212 6333 148 St ,Surrey,BC,V3S 3C3,https://www.bbb.org/ca/bc/delta/profile/concrete-construction-forms/fab-form-industries-ltd-0037-1268417
D Mand Design Drafting Svc,(604) 597-1838,,,,,14658 84 Ave ,Surrey,BC,V3S 9K7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/d-mand-design-drafting-svc-0037-1355771
Trunorse Construction Ltd.,(778) 847-2361,,,,,15086 87B Ave ,Surrey,BC,V3S 5G7,https://www.bbb.org/ca/bc/surrey/profile/home-renovation/trunorse-construction-ltd-0037-1378267
J C Nolan Contracting,(604) 318-5159,,,,,13548 62 Ave ,Surrey,BC,V3X 2J4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/j-c-nolan-contracting-0037-213884
Hero Enterprises Co,(604) 377-0270,,,,,14161 88 Ave ,Surrey,BC,V3W 3L5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/hero-enterprises-co-0037-1376728
Mezetta Homes Ltd.,(604) 720-1407,,,,,Private Address ,Surrey,BC,V4N 0S4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/mezetta-homes-ltd-0037-1384224
Avaya Homes,(604) 306-2017,,,,,14626 - 58th Ave ,Surrey,BC,V4R 2R9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/avaya-homes-0037-1301353
Golden Avenue Homes Ltd,(604) 537-6626,,,,,13027 68 Avenue ,Surrey,BC,V3W 2E5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/golden-avenue-homes-ltd-0037-1371781
Vanity Homes Ltd.,(604) 807-6264,,,,,5809 140A Pl ,Surrey,BC,V3X 2S1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/vanity-homes-ltd-0037-1368109
Delacon Construction Ltd.,(604) 597-9337,,,,,264 12899 76 Ave ,Surrey,BC,V3W 1E6,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/delacon-construction-ltd-0037-1228478
Symbolic Construction Group,(604) 599-6886,,,,,211 12877 76 Ave ,Surrey,BC,V3W 1E6,https://www.bbb.org/ca/bc/surrey/profile/home-builders/symbolic-construction-group-0037-1277803
B.C.E. Contracting Ltd,(604) 773-3400,,,,,6260 132A St ,Surrey,BC,V3X 2L9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/bce-contracting-ltd-0037-1260412
Ken's Handyman Services Ltd.,(604) 825-1227,,,,,,Surrey,BC,V3W 5C2,https://www.bbb.org/ca/bc/surrey/profile/handyman/kens-handyman-services-ltd-0037-1371183
Double V Construction Ltd.,(604) 590-3131,(604) 590-6523,,,,406 13303 78 Ave ,Surrey,BC,V3W 5B9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/double-v-construction-ltd-0037-117749
Rich Gold Contracting Ltd.,(604) 992-8474,,,,,14413 Chartwell Dr. ,Surrey,BC,V3S 5E1,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/rich-gold-contracting-ltd-0037-1277306
Top Quality Construction Ltd.,(604) 786-7240,,,,,13387 80 Avenue ,Surrey,BC,V3W 3B8,https://www.bbb.org/ca/bc/surrey/profile/framing-contractors/top-quality-construction-ltd-0037-1365532
Best Built Homes Inc.,(604) 908-7411,,,,,14519 60 Ave ,Surrey,BC,V3S 1R4,https://www.bbb.org/ca/bc/surrey/profile/home-builders/best-built-homes-inc-0037-1366179
Onyx Contractors Ltd,(604) 596-1501,(604) 590-5142,,,,14745 60 Ave ,Surrey,BC,V3S 1R5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/onyx-contractors-ltd-0037-185438
Belfor (Canada) Inc,(604) 599-9980,,,,,7677D 132 St ,Surrey,BC,V3W 4M8,https://www.bbb.org/ca/bc/vancouver/profile/fire-water-damage-restoration/belfor-canada-inc-0037-117680
AM Framing,(604) 230-8835,,,,,7874 132 Street ,Surrey,BC,V3W 4N1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/am-framing-0037-1302861
Xcess Contracting Ltd.,(604) 537-4050,,,,,7038 131 St ,Surrey,BC,V3W 6M9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/xcess-contracting-ltd-0037-1273735
Uppal Bros. Homes Ltd,(604) 725-3096,,,,,13095 70B Avenue ,Surrey,BC,V3W 5X4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/uppal-bros-homes-ltd-0037-1365509
Best Standard Construction Ltd,(604) 306-9424,,,,,6370 134 St ,Surrey,BC,V3X 1L4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/best-standard-construction-ltd-0037-1286272
Royal Touch Homes Ltd,(604) 616-0383,,,,,6376 133 B St ,Surrey,BC,V3X 1L5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/royal-touch-homes-ltd-0037-2399563
Evris Constructions Ltd.,(604) 329-8757,,,,,15086 87B Ave ,Surrey,BC,V3S 5G7,https://www.bbb.org/ca/bc/surrey/profile/home-additions/evris-constructions-ltd-0037-1206557
Haida Roofing and Drainage,(778) 883-6775,(604) 431-3906,,,,748 Townley St ,Coquitlam,BC, V3J 4N4,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/haida-roofing-and-drainage-0037-1258964
Centimark,(604) 521-8911,,,,,7680 Winston St ,Burnaby,BC,V5A 2H4,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/centimark-0037-115528
Willowbrook Roofing,(604) 765-5519,,,,,2657 206 St ,Langley,BC,V2Z 2C2,https://www.bbb.org/ca/bc/dewdney/profile/commercial-roofing/willowbrook-roofing-0037-1265046
Caspian Roofing Ltd.,(778) 227-7323,(778) 735-0946,,,,2450 Patricia Ave ,Port Coquitlam,BC,V3B 2H3,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/caspian-roofing-ltd-0037-2405670
Particular Roof Services,(604) 783-5697,,,,,20928 Cook Ave ,Maple Ridge,BC,V2X 7P5,https://www.bbb.org/ca/bc/maple-ridge/profile/roofing-consultants/particular-roof-services-0037-1224470
Sagebrooke Properties Inc,(604) 360-1100,,,,,Unit 1A 12777 76A Ave ,Surrey,BC,V3W 4Y8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/sagebrooke-properties-inc-0037-2396501
Prestige Waterfalls,,,,,,101B 7750 128 St ,Surrey,BC,V3R 0R6,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/prestige-waterfalls-0037-1265606
D. Fisher Contracting Ltd,(604) 290-6239,,,,,16242 77 Ave ,Surrey,BC,V4N 0L2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/d-fisher-contracting-ltd-0037-1186659
Villa Contracting,(604) 754-5550,,,,,397- 15910 Fraser Hwy. ,Surrey,BC,V4N 0X9,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/villa-contracting-0037-1289754
Hiro Kato,(604) 729-4548,,,,,6128 132 St ,Surrey,BC,V3X 1M8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/hiro-kato-0037-1274512
Jaheny Custom Builders,(604) 576-2399,,,,,15544 59 Av ,Surrey,BC,V3S 4N8,https://www.bbb.org/ca/bc/surrey/profile/home-builders/jaheny-custom-builders-0037-1285909
Marshall Mountain Homes Ltd,(604) 597-5612,,,,,1-13018 84th Avenue ,Surrey,BC,V3W 1L2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/marshall-mountain-homes-ltd-0037-1370517
Ravi Munday Personal Real Estate Corporation,(604) 724-5369,(604) 591-3114,,,,,Surrey,BC,V3W 1L2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/ravi-munday-personal-real-estate-corporation-0037-1268725
Diamond Mountain Construction Ltd.,(778) 839-9156,,,,,13576 89 Ave ,Surrey,BC,V3V 8A6,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/diamond-mountain-construction-ltd-0037-1375413
Farid Form Rentals Ltd,(604) 592-2225,,,,,101-13035 84 Ave ,Surrey,BC,V3W 1B3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/farid-form-rentals-ltd-0037-1286478
M & R Holdings,,,,,,7599 127 St ,Surrey,BC,V3W 0G2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/m-r-holdings-0037-216220
Prime B Customs Homes Ltd,(778) 688-7292,,,,,119 - 8166 128 Street ,Surrey,BC,V3W 1R1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/prime-b-customs-homes-ltd-0037-1365556
1049662 B.C. Ltd.,(604) 590-6868,,,,,"206 - 8120, 128 Street ",Surrey,BC,V3W 2P2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/1049662-bc-ltd-0037-1367488
West Central Building Supplies,(604) 533-3441,,,,,20275 Logan Ave ,Langley,BC,V3A 4L5,https://www.bbb.org/ca/bc/langley/profile/construction-services/west-central-building-supplies-0037-206001
Northwood Roofing Ltd.,(604) 308-4819,,,,,502 20540 Duncan Way ,Langley,BC,V3A 7A3,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/northwood-roofing-ltd-0037-1159748
Gill Roof Consulting Ltd.,(778) 881-1916,,,,,203 7908 15 Ave ,Burnaby,BC,V3N 0G6,https://www.bbb.org/ca/bc/burnaby/profile/roofing-consultants/gill-roof-consulting-ltd-0037-2421868
ATC Consulting Inc.,(604) 999-8122,,,,,20948 50th Ave ,Langley,BC,V3A 5Y8,https://www.bbb.org/ca/bc/langley/profile/roof-inspection/atc-consulting-inc-0037-1375285
Emerald Inspection & Consulting Services Ltd,(604) 944-8588,(604) 944-8782,(877) 944-8588,,,501A 1952 Kingsway Ave ,Port Coquitlam,BC,V3C 6C2,https://www.bbb.org/ca/bc/port-coquitlam/profile/home-inspection/emerald-inspection-consulting-services-ltd-0037-134902
Claynor Roofing Ltd,(604) 533-5456,(604) 576-8943,(604) 290-6920,,,,Langley,BC,V2Z 1Y1,https://www.bbb.org/ca/bc/langley/profile/roofing-consultants/claynor-roofing-ltd-0037-134838
Thomson Roofing Service,(604) 427-4145,,,,,2382 204A St ,Langley,BC,V2Z 1Z9,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/thomson-roofing-service-0037-132976
Ultimate Glass Ltd,(604) 363-3009,,,,,22038 122 Ave ,Maple Ridge,BC,V2X 4X4,https://www.bbb.org/ca/bc/maple-ridge/profile/glass-repair/ultimate-glass-ltd-0037-1372432
Mountain West Roofing Inc.,(604) 474-1185,,,,,1342 Glenbrook St. ,Coquitlam,BC,V3E 3G8,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/mountain-west-roofing-inc-0037-1289811
TMO Contracting Inc.,(604) 901-7663,,,,,300 3665 Kingsway ,Vancouver,BC,V5R 5W2,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/tmo-contracting-inc-0037-1236518
C-Sky Windows Ltd.,(604) 759-2759,,,,,5662 Goring St ,Burnaby,BC,V5B 3A3,https://www.bbb.org/ca/bc/burnaby/profile/windows/c-sky-windows-ltd-0037-1241321
Richmond Aluminum Products,(604) 821-0839,(604) 821-0139,(800) 314-2862,,,2155 1851 Savage Rd ,Richmond,BC,V6V 2R6,https://www.bbb.org/ca/bc/richmond/profile/patio-enclosures/richmond-aluminum-products-0037-191777
GVRD Building Maintenance,(778) 319-3642,,,,,301 3345 Kingsway ,Vancouver,BC,V5R 0A7,https://www.bbb.org/ca/bc/vancouver/profile/property-maintenance/gvrd-building-maintenance-0037-1290239
Canuck Roofing Ltd.,(778) 772-1969,,,,,4310 Norfolk St ,Burnaby,BC,V5G 4J9,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/canuck-roofing-ltd-0037-1258985
Navco Construction Corp,(778) 588-7477,,,,,3049 Sienna Court ,Coquitlam,BC,V3E 3N7,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/navco-construction-corp-0037-1247173
Haney Builders' Supplies,(604) 463-6206,(604) 463-0644,,,,22740 Dewdney Trunk Rd ,Maple Ridge,BC,V2X 3K2,https://www.bbb.org/ca/bc/maple-ridge/profile/building-materials/haney-builders-supplies-0037-127961
Chateau Conservatories Inc,(604) 433-0979,(604) 433-0974,,,,3955 Myrtle St ,Burnaby,BC,V5C 4G3,https://www.bbb.org/ca/bc/burnaby/profile/skylights/chateau-conservatories-inc-0037-101220
Britannia Conservatory Systems Ltd.,(604) 742-0766,(604) 734-3772,(604) 734-3774,(604) 742-0765,,1545 NE Kent Rd ,Vancouver,BC,V5P 4Y7,https://www.bbb.org/ca/bc/vancouver/profile/skylights/britannia-conservatory-systems-ltd-0037-222040
Sky High Plumbing & Heating Ltd.,(604) 724-0068,,,,,8250 118 St ,Delta,BC,V4C 6H2,https://www.bbb.org/ca/bc/delta/profile/plumbing-and-heating/sky-high-plumbing-heating-ltd-0037-1299485
M J M Homes Ltd,(604) 812-6921,,,,,8460 171A Street ,Surrey,BC,V4N 0A9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/m-j-m-homes-ltd-0037-1370503
PRP Renovations & Furniture Inc,(604) 505-1771,(604) 270-1902,,,,7059 Barkley Place ,Delta,BC,V4E 1T8,https://www.bbb.org/ca/bc/delta/profile/home-improvement/prp-renovations-furniture-inc-0037-1247850
Spot on Homes Ltd.,(604) 721-9537,,,,,11930 Cottonwood Ave ,Delta,BC,V4E 3J9,https://www.bbb.org/ca/bc/delta/profile/general-contractor/spot-on-homes-ltd-0037-1365027
True North West Developments Inc.,(778) 385-9074,,,,,15837 99A Ave ,Surrey,BC,V4N 2A7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/true-north-west-developments-inc-0037-1365530
Abdul's Contracting,(778) 320-1785,,,,,7460 116 Street ,Delta,BC,V4C 5T2,https://www.bbb.org/ca/bc/delta/profile/general-contractor/abduls-contracting-0037-1257046
Evolved Construction,(604) 218-3852,,,,,Private Address ,Surrey,BC,V3S 3Z2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/evolved-construction-0037-1376337
Wonder Marble and Stone Inc,(604) 729-1707,,,,,9565 126 Street ,Surrey,BC,V3V 5C9,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/wonder-marble-and-stone-inc-0037-1365248
Jaycat General Contracting and Maintenance,(604) 379-8281,,,,,129 12233 92 Ave ,Surrey,BC,V3V 5Z3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/jaycat-general-contracting-and-maintenance-0037-2420553
KLR Building Ltd.,(604) 518-8065,,,,,5615 121A St ,Surrey,BC,V3X 0A4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/klr-building-ltd-0037-1370490
4-S Consulting Services,(778) 708-1745,,,,,11727 82A Avenue ,Delta,BC,V4C 2E5,https://www.bbb.org/ca/bc/delta/profile/home-builders/4-s-consulting-services-0037-1302633
KSR Contracting,(604) 290-2611,,,,,5934 Briarwood Cr ,Delta,BC,V4E 2X2,https://www.bbb.org/ca/bc/delta/profile/general-contractor/ksr-contracting-0037-1263098
KSA Homes Developer Ltd.,(778) 869-7908,,,,,11764 84 Ave ,Delta,BC,V4C 2M3,https://www.bbb.org/ca/bc/delta/profile/home-builders/ksa-homes-developer-ltd-0037-1371794
O'Neill Conditioning,(604) 328-3591,,,,,11670 82 Ave ,Delta,BC,V4C 2C4,https://www.bbb.org/ca/bc/delta/profile/general-contractor/oneill-conditioning-0037-1260670
Kronos Builders Group Ltd,(604) 649-7158,,,,,12050 90 Avenue ,Surrey,BC,V3V 1B5,https://www.bbb.org/ca/bc/surrey/profile/home-builders/kronos-builders-group-ltd-0037-1371798
Usher Roofing Systems Ltd,(250) 755-4012,,,,,6016 Schooner Way ,Nanaimo,BC,V9V 1G1,https://www.bbb.org/ca/bc/nanaimo/profile/roofing-contractors/usher-roofing-systems-ltd-0047-193122293
Allied Glass & Aluminum Products (2007) Ltd.,(250) 388-5108,,,,,561 David St ,Victoria,BC,V8T 2C7,https://www.bbb.org/ca/bc/victoria/profile/window-glass/allied-glass-aluminum-products-2007-ltd-0047-2203
Vintage Roofing Ltd.,(250) 889-1117,,,,,731 Princess Ave ,Victoria,BC,V8T 1K5,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/vintage-roofing-ltd-0047-34745
Van Isle Windows Ltd.,(250) 383-7128,,,,,404 Hillside Ave ,Victoria,BC,V8T 1Y7,https://www.bbb.org/ca/bc/victoria/profile/window-door-installation/van-isle-windows-ltd-0047-978
North Glass & Aluminum,(778) 440-8240,,,,,587 Bay St ,Victoria,BC,V8T 1P5,https://www.bbb.org/ca/bc/victoria/profile/window-glass/north-glass-aluminum-0047-1717944
Mountain View Roofing,(250) 891-4300,,,,,915 Dellwood Rd ,Victoria,BC,V9A 6P2,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/mountain-view-roofing-0047-230610413
Proline Roofing & Gutters,(250) 475-1310,(250) 475-1314,,,,1055 Alston St ,Victoria,BC,V9A 3S6,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/proline-roofing-gutters-0047-1069202
A&D Glass Co. Ltd.,(250) 383-7141,,,,,818 Johnson St ,Victoria,BC,V8W 1N3,https://www.bbb.org/ca/bc/victoria/profile/window-glass/ad-glass-co-ltd-0047-2171
Thermal King Glass,(250) 478-1286,,,,,250 Island Hwy ,Victoria,BC,V9B 1G2,https://www.bbb.org/ca/bc/victoria/profile/vinyl-windows/thermal-king-glass-0047-594
Deckadence Inc.,(250) 386-0400,(250) 386-0405,,,,"#202, 1492 Admirals Rd ",Victoria,BC,V9A 2R1,https://www.bbb.org/ca/bc/victoria/profile/deck-builder/deckadence-inc-0047-18219
Enerheat Windows / Cornerstone Renovations / Gibson Construction,(250) 382-1224,,,,,2044 Lorne Terr ,Victoria,BC,V8S 2H8,https://www.bbb.org/ca/bc/victoria/profile/window-installation/enerheat-windows-cornerstone-renovations-gibson-construction-0047-578
Mid Island Glass Ltd.,(250) 751-8199,,,,,4386 Boban Dr ,Nanaimo,BC,V9T 6A7,https://www.bbb.org/ca/bc/nanaimo/profile/skylights/mid-island-glass-ltd-0047-38142
Haro Construction,(250) 208-5637,,,,,2077 Longspur Dr ,Victoria,BC,V9B 0E7,https://www.bbb.org/ca/bc/victoria/profile/general-contractor/haro-construction-0047-235958160
Soare Contracting Inc.,(250) 474-7325,,,,,2519 Wentwich Rd ,Victoria,BC,V9B 3N5,https://www.bbb.org/ca/bc/victoria/profile/metal-roofing-contractors/soare-contracting-inc-0047-201013181
Procision Roofing,(250) 532-5780,,,,,2837 Peatt Rd ,Victoria,BC,V9B 3V5,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/procision-roofing-0047-212618207
Centra Windows Inc.,(604) 882-5010,(604) 882-3909,(604) 882-7411,(888) 534-3333,(604) 455-2115,865 Van Isle Way ,Victoria,BC,V9B 5R8,https://www.bbb.org/ca/bc/langley/profile/window-installation/centra-windows-inc-0037-114788
A. MacKenzie Roofing,(250) 217-2824,,,,,516 Mount View Ave ,Victoria,BC,V9B 2B1,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/a-mackenzie-roofing-0047-90010420
Sun Catchers,(250) 812-6336,,,,,#349 - 800 Kelly Road ,Victoria,BC,V9B 6J9,https://www.bbb.org/ca/bc/victoria/profile/skylights/sun-catchers-0047-1070866
Canadian Roof Doctor,(888) 677-6310,,,,,2984 Lakewood Pl ,Victoria,BC,V9B 6B1,https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/canadian-roof-doctor-0047-90007906
Dyrda Brothers Construction,(250) 858-3745,,,,,471 Webb Pl ,Victoria,BC,V9C 2E4,https://www.bbb.org/ca/bc/victoria/profile/general-contractor/dyrda-brothers-construction-0047-90009851
Lococo Brothers Roofing,(250) 889-7322,,,,,2030 Gillespie Rd Lower,Sooke,BC,V9Z 0E2,https://www.bbb.org/ca/bc/sooke/profile/roofing-contractors/lococo-brothers-roofing-0047-235971324
Complete Windows,(250) 248-5959,,,,,"#1 - 452 Island Hwy E, PO Box 1298",Parksville,BC,V9P 2H3,https://www.bbb.org/ca/bc/parksville/profile/window-door-installation/complete-windows-0047-211410767
Climax Roofing Inc.,(250) 954-0023,(250) 951-3339,(250) 954-8510,(250) 954-7510,,1198 Industrial Way ,Parksville,BC,V9P 2W8,https://www.bbb.org/ca/bc/parksville/profile/roofing-contractors/climax-roofing-inc-0047-220142426
Sunburst Skylights Manufacturing,(250) 248-8131,,,,,1210 Industrial Way ,Parksville,BC,V9P 2W8,https://www.bbb.org/ca/bc/parksville/profile/skylights/sunburst-skylights-manufacturing-0047-7587
Whistler Glass Ltd.,(604) 932-1132,,,,,1 1314 Alpha Lake Rd ,Whistler,BC,V0N 1B1,https://www.bbb.org/ca/bc/whistler/profile/glass-company/whistler-glass-ltd-0037-1254648
Rees Roofing,(250) 686-1179,,,,,2187 French Rd S ,Sooke,BC,V9Z 0M7,https://www.bbb.org/ca/bc/sooke/profile/roofing-contractors/rees-roofing-0047-90007955
Roof It Roofing (Rooftech Roofing),(250) 240-1053,,,,,5 - 3175 Brooklin Ln ,Qualicum Beach,BC,V9K 1X5,https://www.bbb.org/ca/bc/qualicum-beach/profile/roofing-contractors/roof-it-roofing-rooftech-roofing-0047-90009254
Javen Simon Roofing Ltd.,(250) 735-1188,,,,,2452 15th Ave ,Port Alberni,BC,V9Y 2Z7,https://www.bbb.org/ca/bc/port-alberni/profile/roofing-contractors/javen-simon-roofing-ltd-0047-90004492
Greycor Contracting Limited,(778) 980-1110,,,,,16771 58B Ave ,Surrey,BC,V3S 2K3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/greycor-contracting-limited-0037-1371803
Mark McGill,(604) 590-2222,,,,,5990 South Park Court ,Surrey,BC,V3X 2B8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/mark-mcgill-0037-216134
Anderson Home Inspections Ltd.,(604) 317-0134,,,,,8526 Wildwood Pl ,Surrey,BC,V4N 5C5,https://www.bbb.org/ca/bc/surrey/profile/home-inspection/anderson-home-inspections-ltd-0037-1255584
Birgill Homes Ltd,(604) 537-4424,,,,,14041-100A Avenue ,Surrey,BC,V3T 1K4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/birgill-homes-ltd-0037-1366181
Graywolf Construction Ltd,,,,,,,Surrey,BC,V3R 7H7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/graywolf-construction-ltd-0037-217635
Gee Gee Contracting Ltd,(604) 599-1494,,,,,7016 Brewster Dr W ,Delta,BC,V4E 1V1,https://www.bbb.org/ca/bc/delta/profile/general-contractor/gee-gee-contracting-ltd-0037-1212383
Ultra Waterworks Ltd,(604) 786-8565,,,,,16782 57th Ave ,Surrey,BC,V3S 2P1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/ultra-waterworks-ltd-0037-1373303
Clear Creek Management,(778) 891-0072,(604) 913-0551,,,,302 10090 152 St ,Surrey,BC,V3R 8X8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/clear-creek-management-0037-1228180
Kebeau,(778) 317-7122,(604) 957-2058,,,,10146 141 St ,Surrey,BC,V3T 4P6,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/kebeau-0037-1249560
Ark Edge Homes Ltd.,(778) 882-7304,,,,,17189 83 Ave ,Surrey,BC,V4N 0B2,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/ark-edge-homes-ltd-0037-1365122
Maybach Developments Ltd,(604) 807-6660,,,,,6029 170A Street ,Surrey,BC,V3S 8H1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/maybach-developments-ltd-0037-1370523
Thiara Properties Ltd,(604) 537-1313,,,,,8692 170 Street ,Surrey,BC,V4N 5K8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/thiara-properties-ltd-0037-1368188
Urban Villas Ltd,(604) 376-8511,,,,,17055 - 60th Avenue ,Surrey,BC,V3S 1T3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/urban-villas-ltd-0037-1368202
Teja Home Development Ltd.,(778) 881-6874,,,,,7677 117 St ,Delta,BC,V4C 6A7,https://www.bbb.org/ca/bc/delta/profile/general-contractor/teja-home-development-ltd-0037-1383020
Vancity Finishing Inc.,(604) 369-8653,,,,,7689 122 St ,Surrey,BC,V3W 1J3,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/vancity-finishing-inc-0037-1386211
All Around Home Care,(604) 590-0628,,,,,65 122 St ,Surrey,BC,V3W 4T4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/all-around-home-care-0037-1229551
Articulate Development Inc,(778) 889-4242,,,,,9414 132A St ,Surrey,BC,V3V 6W4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/articulate-development-inc-0037-1371836
GNK Construction Ltd.,(604) 725-4442,,,,,12263 64A Ave ,Surrey,BC,V3W 3R8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/gnk-construction-ltd-0037-2404439
5K Construction Ltd.,(604) 351-3567,(604) 590-2051,,,,16483 87A Ave ,Surrey,BC,V4N 1E7,https://www.bbb.org/ca/bc/surrey/profile/home-builders/5k-construction-ltd-0037-1199145
2010 Custom Homes Inc,(604) 767-0209,,,,,12971 92A Avenue ,Surrey,BC,V3V 1K1,https://www.bbb.org/ca/bc/surrey/profile/home-builders/2010-custom-homes-inc-0037-1371743
